project,id,sentence,patterns,ob,eb,sr,label
docker,10258,Kernel Version: 3.16.3-200.fc20.x86_64,,0,0,0,0
docker,10258,Operating System: Fedora 20 (Heisenbug),,0,0,0,0
docker,10258,CPUs: 2,,0,0,0,0
docker,10258,Total Memory: 1.955 GiB,,0,0,0,0
docker,10258,Name: <redacted>,,0,0,0,0
docker,10258,ID: <redacted>,,0,0,0,0
docker,10270,outbound connections with dest. port >= 10000 not NATed - caused by raw table rules,S_OB_NEG_AUX_VERB,1,0,0,1
docker,10270,"Hi,",,0,0,0,0
docker,10270,we're running docker 1.4.1 on ubuntu 14.04 / 3.13.0-24.,,0,0,0,0
docker,10270,We realized that some outgoing connection from a specific container weren't working.,S_OB_NEG_AUX_VERB,1,0,0,1
docker,10270,Doing some tcpdump we realized that the containers internal IP wasn't NATed.,S_OB_NEG_AUX_VERB,1,0,0,1
docker,10270,This is a tcpdump snippet from our gateways (aka on a remote host):,S_SR_CODE_REF,0,0,1,3
docker,10270,"```
$ sudo tcpdump -i int port 10424
tcpdump: verbose output suppressed, use -v or -vv for full protocol decode
listening on int, link-type EN10MB (Ethernet), capture size 65535 bytes
10:06:34.588666 IP 172.17.0.10.50510 > ec2-X-X-X-X.",,0,0,0,0
docker,10270,compute-1.,,0,0,0,0
docker,10270,"amazonaws.com.10424: Flags [S], seq 3627183883, win 2920ackOK,TS val 66423520 ecr 0,nop,wscale 7], length 0
```",,0,0,0,0
docker,10270,Trying different IPs and ports showed that all connections to ports >= 10000 aren't getting NATed:,S_OB_NEG_AUX_VERB,1,0,0,1
docker,10270,$ sudo tcpdump -i int port 10000,,0,0,0,0
docker,10270,"tcpdump: verbose output suppressed, use -v or -vv for full protocol decode",,0,0,0,0
docker,10270,"listening on int, link-type EN10MB (Ethernet), capture size 65535 bytes",,0,0,0,0
docker,10270,"10:52:26.664511 IP 172.17.0.10.57974 > ec2-X-X-X-X.compute-1.amazonaws.com.webmin: Flags [S], seq 1499431095, win 29200, options [mss 1460,sackOK,TS val 67111539 ecr 0,nop,wscale 7], length 0",,0,0,0,0
docker,10270,$ sudo tcpdump -i int port 9999,,0,0,0,0
docker,10270,"tcpdump: verbose output suppressed, use -v or -vv for full protocol decode",,0,0,0,0
docker,10270,"listening on int, link-type EN10MB (Ethernet), capture size 65535 bytes",,0,0,0,0
docker,10270,"10:52:41.032352 IP 192.168.100.80.59529 > ec2-X-X-X-X.compute-1.amazonaws.com.9999: Flags [S], seq 677986983, win 29200, options [mss 1460,sackOK,TS val 67115131 ecr 0,nop,wscale 7], length 0",,0,0,0,0
docker,10270,This is the same behavior for existing containers (by using docker exec to test connections) as well as for new containers but only on this specific Docker host.,S_OB_SAME_PROBLEM_WHEN,1,0,0,1
docker,10270,"On a freshly started Docker daemon, I can't reproduce this behavior.",,0,0,0,0
docker,10270,"Before we observed this issue the first time, we had to restart Docker because a container couldn't be stopped without that (probably #5938).",,0,0,0,0
docker,10270,This might be how the host got into this state.,,0,0,0,0
docker,10270,Here is a the log parts when we restarted Docker: https://gist.github.com/discordianfish/8e124494d75d3e23a93a,,0,0,0,0
docker,10270,"iptables looks correctly to me:
```
$ sudo iptables -t nat -L
Chain PREROUTING (policy ACCEPT)
target prot opt source destination 
DOCKER all -- anywhere anywhere ADDRTYPE match dst-type LOCAL",,0,0,0,0
docker,10270,"Chain INPUT (policy ACCEPT)
target prot opt source destination",,0,0,0,0
docker,10270,"Chain OUTPUT (policy ACCEPT)
target prot opt source destination 
DOCKER all -- anywhere !",,0,0,0,0
docker,10270,127.0.0.0/8 ADDRTYPE match dst-type LOCAL,,0,0,0,0
docker,10270,"Chain POSTROUTING (policy ACCEPT)
target prot opt source destination 
MASQUERADE all -- 172.17.0.0/16 anywhere",,0,0,0,0
docker,10270,"Chain DOCKER (2 references)
target prot opt source destination 
DNAT tcp -- anywhere anywhere tcp dpt:6379 to:172.17.0.3:6379
DNAT tcp -- anywhere 192.168.100.80 tcp dpt:9088 to:172.17.0.5:8080
DNAT tcp -- anywhere anywhere tcp dpt:15672 to:172.17.0.6:15672
DNAT tcp -- anywhere anywhere tcp dpt:amqp to:172.17.0.6:5672
DNAT tcp -- anywhere anywhere tcp dpt:3000 to:172.17.0.8:3000
```",,0,0,0,0
docker,10738,Exec format error : Cannot start container <id> : exec format error ,"S_OB_ERROR_NOUN_PHRASE,S_OB_NEG_AUX_VERB",1,0,0,1
docker,10738,I tried to create a docker image using a precise ubuntu base.,,0,0,0,0
docker,10738,I have a my startup script that looks like this but when I run this using docker run command I get the Exec format errors.,"S_OB_COND_NEG,S_SR_COND_OBS",1,0,1,5
docker,10738,Tried debugging this several time but no use.,,0,0,0,0
docker,10738,Anyway to look into docker event logs or turn on verbose to see what might be going wrong?,,0,0,0,0
docker,10738,If I comment out the CMD line in my DockerFile everything works fine.,"S_OB_COND_POS,S_OB_WORKS_FINE,",1,0,0,1
docker,10738,Here's the startup script called startup-stanbol.sh which has execute permission.,"S_SR_CODE_REF,",0,0,1,3
docker,10738,"/usr/bin/env bash
if [[ $1 = ""-d"" ]]; then
 while true; do sleep 1000; done
fi
if [[ $1 = ""-bash"" ]]; then
 echo ""Using Bash""
 /bin/bash
fi
java -Xmx1g -jar org.apache.stanbol.launchers.stable-1.0.0-SNAPSHOT.jar -p 9080",,0,0,0,0
docker,10884,Intermittent errors while deleting images,S_OB_ERROR_COND,1,0,0,1
docker,10884,Sometimes I get an error saying that a container is using an image while trying to delete it.,"S_OB_ADV_FREQ,S_OB_VERB_ERROR",1,0,0,1
docker,10884,But there are no containers running at that point.,S_OB_BUT_NEG,1,0,0,1
docker,10884,cloudscaling@mngmt2:~/dockstack> docker images,,0,0,0,0
docker,10884,REPOSITORY TAG IMAGE ID CREATED VIRTUAL SIZE,,0,0,0,0
docker,10884,rabbitmq latest 81ed90453f10 19 hours ago 727.7 MB,,0,0,0,0
docker,10884,galera latest 286ece7185b4 19 hours ago 441.7 MB,,0,0,0,0
docker,10884,<none> <none> 8886136b307f 19 hours ago 2.359 GB,,0,0,0,0
docker,10884,<none> <none> dce4d6c0ab72 19 hours ago 2.359 GB,,0,0,0,0
docker,10884,ubuntu 14.04 5ba9dab47459 3 weeks ago 188.3 MB,,0,0,0,0
docker,10884,ubuntu 14.04.1 5ba9dab47459 3 weeks ago 188.3 MB,,0,0,0,0
docker,10884,ubuntu latest 5ba9dab47459 3 weeks ago 188.3 MB,,0,0,0,0
docker,10884,ubuntu trusty 5ba9dab47459 3 weeks ago 188.3 MB,,0,0,0,0
docker,10884,ubuntu 12.04 69c02692b0c1 3 weeks ago 131.5 MB,,0,0,0,0
docker,10884,opensuse latest 758c78b4040c 6 weeks ago 622.7 MB,,0,0,0,0
docker,10884,cloudscaling@mngmt2:~/dockstack> docker rmi 81ed90453f10,,0,0,0,0
docker,10884,"Error response from daemon: Conflict, cannot delete 81ed90453f10 because the container e0afc84cd0b4 is using it, use -f to force",,0,0,0,0
docker,10884,FATA[0000] Error: failed to remove one or more images,,0,0,0,0
docker,10884,cloudscaling@mngmt2:~/dockstack> docker ps,,0,0,0,0
docker,10884,CONTAINER ID IMAGE COMMAND CREATED STATUS PORTS NAMES,,0,0,0,0
docker,10884,cloudscaling@mngmt2:~/dockstack> docker info,,0,0,0,0
docker,10884,Containers: 16,,0,0,0,0
docker,10884,Images: 79,,0,0,0,0
docker,10884,Storage Driver: btrfs,,0,0,0,0
docker,10884, Build Version: Btrfs v3.16.2+20141003,,0,0,0,0
docker,10884, Library Version: 101,,0,0,0,0
docker,10884,Execution Driver: native-0.2,,0,0,0,0
docker,10884,Kernel Version: 3.16.7-7-desktop,,0,0,0,0
docker,10884,Operating System: openSUSE 13.2 (Harlequin) (x86_64),,0,0,0,0
docker,10884,CPUs: 4,,0,0,0,0
docker,10884,Total Memory: 15.68 GiB,,0,0,0,0
docker,10884,Name: mngmt2,,0,0,0,0
docker,10884,ID: DYZG:YKDS:GL56:TZ5Q:PKUW:ENPY:P7AA:ZDFO:57SH:OWNE:IWYF:3OH7,,0,0,0,0
docker,10884,WARNING: No swap limit support,,0,0,0,0
docker,10884,cloudscaling@mngmt2:~/dockstack> docker version,,0,0,0,0
docker,10884,Client version: 1.5.0,,0,0,0,0
docker,10884,Client API version: 1.17,,0,0,0,0
docker,10884,Go version (client): go1.3.3,,0,0,0,0
docker,10884,Git commit (client): a8a31ef,,0,0,0,0
docker,10884,OS/Arch (client): linux/amd64,,0,0,0,0
docker,10884,Server version: 1.5.0,,0,0,0,0
docker,10884,Server API version: 1.17,,0,0,0,0
docker,10884,Go version (server): go1.3.3,,0,0,0,0
docker,10884,Git commit (server): a8a31ef,,0,0,0,0
docker,10884,cloudscaling@mngmt2:~/dockstack> uname -a,,0,0,0,0
docker,10884,Linux mngmt2 3.16.7-7-desktop #1 SMP PREEMPT Wed Dec 17 18:00:44 UTC 2014 (762f27a) x86_64 x86_64 x86_64 GNU/Linux,,0,0,0,0
docker,10884,cloudscaling@mngmt2:~/dockstack>,,0,0,0,0
docker,11087,Orphaned and unstoppable (superhuman strength?) containers with --pid=host,S_OB_PROBLEM_IN,1,0,0,1
docker,11087,I've ran into an issue that is easily reproducible that puts a container into a state that can not be stopped and if you restart the Docker daemon it will also loose track of the existing container and spawn a new one.,"S_OB_COND_NEG,S_OB_NEG_AUX_VERB,",1,0,0,1
docker,11087,The issue happens when you are running with `--pid=host` and you do a SIGKILL but that process has children that don't terminate when its parent dies.,"S_OB_NEG_COND,S_OB_NEG_AUX_VERB,S_OB_HAPPENS,S_SR_COND_OBS,",1,0,1,5
docker,11087,Docker never seems to see that the SIGKILL worked and will hang forever.,"S_OB_NEG_VERB,",1,0,0,1
docker,11087,"The SIGKILL worked, but the container PID is gone.","S_OB_BUT_NEG,S_OB_WORKS_BUT,",1,0,0,1
docker,11087,Now you do a `docker stop` or any action and Docker will complain that it can't find the process.,"S_OB_NEG_AUX_VERB,S_SR_SIMPLE_PRESENT_SUBORDINATES,",1,0,1,5
docker,11087,"Now if you restart the Docker daemon, Docker thinks the container is gone (I assume because the PID is gone) and then it will start a new one but the old container cgroup still exists.","S_OB_COND_NEG,S_OB_STILL,S_SR_COND_OBS,",1,0,1,5
docker,11087,"I haven't dug yet into the Docker code to see what is happening (I assume Docker thinks the SIGKILL isn't done because processes in the cgroup still exist), but here is a simple way to reproduce this issue.",P_SR_TO_REPRO,0,0,1,3
docker,11087,"```bash
#!",,0,0,0,0
docker,11087,/bin/bash,,0,0,0,0
docker,11087,"ID=$(docker run -d --pid=host ubuntu bash -c ""sleep 300; echo hi"")",,0,0,0,0
docker,11087,"docker kill $ID &
sleep 1
docker stop $ID
```",,0,0,0,0
docker,11087,Running the above will result in,"S_OB_LEADS_TO,",1,0,0,1
docker,11087,"```
Error response from daemon: Cannot stop container 8af7796dff4df03686342f3a7b618fe5f1830ab89c0c158817acb332cac3e9f8: no such process
FATA[0000] Error: failed to stop one or more containers 
```",,0,0,0,0
docker,11087,Seems like there are two things that should be addressed.,,0,0,0,0
docker,11087,1 Make SIGKILL work properly in this situation,S_OB_WORKS_FINE,1,0,0,1
docker,11087,2 On restart check the cgroup for processes and freeze/kill those,,0,0,0,0
docker,11087,Obligatory docker info/version,,0,0,0,0
docker,11087,"```
$ docker version; docker info
Client version: 1.5.0
Client API version: 1.17
Go version (client): go1.4.1
Git commit (client): a8a31ef
OS/Arch (client): linux/amd64
Server version: 1.5.0
Server API version: 1.17
Go version (server): go1.4.1
Git commit (server): a8a31ef
Containers: 51
Images: 366
Storage Driver: overlay
 Backing Filesystem: extfs
Execution Driver: native-0.2
Kernel Version: 3.18.1-031801-generic
Operating System: Ubuntu 14.10
CPUs: 4
Total Memory: 7.496 GiB
Name: inotmac
ID: FPSO:Z7SO:BZJ3:IXH4:DNKV:UPZQ:KLP2:IRXW:5CBY:PBDM:HAKO:UOC7
Username: ibuildthecloud
Registry: [https://index.docker.io/v1/]
```",,0,0,0,0
docker,11180,Warning: Mounting volumes containing files downloaded with Safari in OS X,,0,0,0,0
docker,11180,I encountered an obscure error a few days ago and I felt compelled to publish it where it might help some people.,,0,0,0,0
docker,11180,Here is the story.,,0,0,0,0
docker,11180,For a while I've been facing permissions errors from within containers trying to access certain files and I couldn't work out why this was happening.,"S_OB_VERB_ERROR,S_OB_NEG_AUX_VERB,S_OB_WHY",1,0,0,1
docker,11180,"It only affected files when mounting them to the container, not when added to the container.",,0,0,0,0
docker,11180,"Further more, when executing a shell inside the container, the files existed and the user could write to the mounted directory.",,0,0,0,0
docker,11180,This bugged me for weeks and I'd reverted to rebuilding the containers whenever I made a change.,,0,0,0,0
docker,11180,"Strangely, when a friend of mine pulled the code from git and mounted the volume... it worked.",,0,0,0,0
docker,11180,I concluded this was an error on my personal machine.,,0,0,0,0
docker,11180,However when he pushed new code it miraculously worked on my machine...,,0,0,0,0
docker,11180,After some inspection I noticed that the file downloaded with safari contained an extended attribute 'com.apple.quarentine'.,,0,0,0,0
docker,11180,Removing this made everything work again.,,0,0,0,0
docker,11180,And because git strips extended attributes before committing this is why 'git files' worked.,,0,0,0,0
docker,11180,"It turns out, when downloading files with Safari on OS X, OS X adds an attribute to refuse access to the file until it has been opened.",,0,0,0,0
docker,11180,Now this was causing OS X to refuse access when boot2docker wanted to access the files.,,0,0,0,0
docker,11180,SILENTLY.,,0,0,0,0
docker,11180,Yay.,,0,0,0,0
docker,11180,"So if a warning could be given when mounting 'quarentined' files, it would be fantastic... And perhaps save others the wasted time figuring this out.","S_EB_WOULD_BE,",0,1,0,2
docker,11180,Cool.,,0,0,0,0
docker,11285,docker load clobbers the name of the existing image,S_OB_NEG_VERB,1,0,0,1
docker,11285,Description of problem:.,,0,0,0,0
docker,11285,"Given an image ""foo:latest"" with ID 1234 already in docker, docker load < foo.tar with ID 5678 (same name, different ID) clobbers the existing name (of ID 1234) to ""<none>"".",S_OB_NEG_VERB,1,0,0,1
docker,11285,"Since images are most often referenced by name, it's not a very nice thing to do w/o being documented or issuing a ""Warning: image foo already exists, renaming to <none>"".","S_OB_NEG_AUX_VERB,S_OB_PASSIVE_VOICE",1,0,0,1
docker,11285,"Version-Release number of selected component (if applicable):
docker-1.4.1-12.",,0,0,0,0
docker,11285,el7.x86_64,,0,0,0,0
docker,11285,"How reproducible:
Minor prep.",,0,0,0,0
docker,11285,required.,,0,0,0,0
docker,11285,Steps to Reproduce:,,0,0,0,0
docker,11285,1 docker run --name foo rhel7 /bin/true,P_SR_LABELED_LIST,0,0,1,3
docker,11285,2 docker commit foo foobar,P_SR_LABELED_LIST,0,0,1,3
docker,11285,(note image ID),P_SR_LABELED_LIST,0,0,1,3
docker,11285,3 docker save foobar > foobar.tar,P_SR_LABELED_LIST,0,0,1,3
docker,11285,4 docker rm foo,P_SR_LABELED_LIST,0,0,1,3
docker,11285,5 docker rmi foobar,P_SR_LABELED_LIST,0,0,1,3
docker,11285,6 docker run --name bar rhel7 /bin/false,P_SR_LABELED_LIST,0,0,1,3
docker,11285,7 docker commit bar foobar,P_SR_LABELED_LIST,0,0,1,3
docker,11285,(note image ID),P_SR_LABELED_LIST,0,0,1,3
docker,11285,8 docker rm bar,P_SR_LABELED_LIST,0,0,1,3
docker,11285,9 docker load < foobar.tar,P_SR_LABELED_LIST,0,0,1,3
docker,11285,docker images,P_SR_LABELED_LIST,0,0,1,3
docker,11285,"Actual results:
[root@dockertest ~]# docker images
REPOSITORY TAG IMAGE ID CREATED VIRTUAL SIZE
foobar latest 17be95040cc3 13 seconds ago 147 MB
...cut...
[root@dockertest ~]# docker load < foobar.tar
[root@dockertest ~]# echo $?0
[root@dockertest ~]# docker images
REPOSITORY TAG IMAGE ID CREATED VIRTUAL SIZE
<none> <none> 17be95040cc3 29 seconds ago 147 MB
foobar latest 90e44769e068 2 minutes ago 147 MB",P_OB_OBSERVED_BEHAVIOR_MULTI,1,0,0,1
docker,11285,Expected results:,,0,0,0,0
docker,11285,"Allow the load, but issue ""Warning: existing image will be renamed <none>""",P_EB_EXP_BEHAVIOR_MULTI,0,1,0,2
docker,11285,-or-,P_EB_EXP_BEHAVIOR_MULTI,0,1,0,2
docker,11285,"Document this in a ""note"" in the docker load man page",P_EB_EXP_BEHAVIOR_MULTI,0,1,0,2
docker,11285,-or-,P_EB_EXP_BEHAVIOR_MULTI,0,1,0,2
docker,11285,Fail the load with a 'image foobar already exists',P_EB_EXP_BEHAVIOR_MULTI,0,1,0,2
docker,11285,Additional Info: Docker load creates a new image with {ID: 5678} but also clobbers the name of the existing image {ID: 1234},"S_OB_BUT_NEG,",1,0,0,1
docker,11362,du fails with overlay storage backend,S_OB_NEG_VERB,1,0,0,1
docker,11362,I have an image whose size is roughly 800M.,P_SR_CONTINOUS_PRESENT_PAST,0,0,1,3
docker,11362,"I start a container on it using
`docker run -i -t <myimage>`
Then i do `du -shx /` inside.",P_SR_CONTINOUS_PRESENT_PAST,0,0,1,3
docker,11362,"On one system, I use the btrfs storage backend and i have
`44c68d5b5ac4 / # du -shx /`
`789M /`","S_SR_SIMPLE_PRESENT_SUBORDINATES,",0,0,1,3
docker,11362,"On another one, using the overlay storage backend, I have :
`e38c8dc904fd / # du -shx /`
`11M /`","S_SR_GERUND_ACTION,",0,0,1,3
docker,11362,"It's really weird, as ls -l does report the right size.","S_OB_NEG_ADV_ADJ,",1,0,0,1
docker,11613,The container exec create API endpoint does not use structured responses.,S_OB_NEG_AUX_VERB,1,0,0,1
docker,11613,**Problem**,,0,0,0,0
docker,11613,The container exec create API endpoint does not use structured responses.,S_OB_NEG_AUX_VERB,1,0,0,1
docker,11613,**Solution**,,0,0,0,0
docker,11613,Implement a struct in `/api/types/types.,,0,0,0,0
docker,11613,go` for the response of the `postContainerExecCreate` api endpoint,,0,0,0,0
docker,11613,that can be used to encode the result on the server and decode the response on the client.,,0,0,0,0
docker,11613,Changes implementing this,,0,0,0,0
docker,11613,type will need to be done in `/api/server/server.,,0,0,0,0
docker,11613,go` and for the client in `/api/client/commands.,,0,0,0,0
docker,11613,go`.,,0,0,0,0
docker,12158,Windows CLI: Ctrl+C terminates attached session,S_OB_NEG_VERB,1,0,0,1
docker,12158,This is a regression.,,0,0,0,0
docker,12158,Sending kill signal to the Linux process (like `top`) while attached to a container (either with `attach`/`exec` or `run -i -t`) from Windows CLI terminates the docker.exe.,"S_OB_NEG_VERB,S_SR_GERUND_ACTION",1,0,1,5
docker,12158,It used to terminate only the process being executed and was going back to the shell prompt.,"S_EB_USED_TO,",0,1,0,2
docker,12158,Repro:,,0,0,0,0
docker,12158,"1 Use windows CLI to run `docker run -it ubuntu bash`, you get bash prompt.",P_SR_LABELED_LIST,0,0,1,3
docker,12158,2 Hit Ctrl+C,P_SR_LABELED_LIST,0,0,1,3
docker,12158,3 docker.exe exited.,P_SR_LABELED_LIST,0,0,1,3
docker,12158,You're now in cmd.exe prompt.,P_SR_LABELED_LIST,0,0,1,3
docker,12158,cc: @brendandixon @icecrime,,0,0,0,0
docker,12174,Docker selects wrong container based on name after extended container thrashing,S_OB_COND_POS,1,0,0,1
docker,12174,"I wish I had something more concrete and concise to report, however I have seen this phenomenon twice but have not nailed down what is happening.",,0,0,0,0
docker,12174,"I have a system where I am creating and destroying hundreds of containers every day (5 at a time, probably 10 times an hour or so).",,0,0,0,0
docker,12174,I have a container called 'db' that is long lived (has been up 11 days now).,,0,0,0,0
docker,12174,"After some time (it just occurred to me, so about 11 days of this) when I do:","S_SR_AFTER,P_SR_COND_CODE",0,0,1,3
docker,12174,docker logs -f db,,0,0,0,0
docker,12174,"instead of getting the db logs, I am getting the logs for a different container.",S_OB_INSTEAD_OF,1,0,0,1
docker,12174,"If I use the long or short id instead of the name, I get the correct logs.",S_OB_COND_POS,1,0,0,1
